file	format	type	num_seqs	sum_len	min_len	avg_len	max_len
F1_3_ITS2_S137_R2_001.fastq.gz	FASTQ	DNA	23649	6618160	265	279.8	292
F1_4_ITS2_S138_R1_001.fastq.gz	FASTQ	DNA	33661	9089605	52	270.0	298
F1_4_ITS2_S138_R2_001.fastq.gz	FASTQ	DNA	33661	9401695	263	279.3	287
F1_5_ITS2_S139_R1_001.fastq.gz	FASTQ	DNA	42415	11462456	107	270.2	298
F1_5_ITS2_S139_R2_001.fastq.gz	FASTQ	DNA	42415	11848466	267	279.3	287
F1_7_ITS2_S140_R1_001.fastq.gz	FASTQ	DNA	27488	7414056	79	269.7	298
F1_7_ITS2_S140_R2_001.fastq.gz	FASTQ	DNA	27488	7688541	82	279.7	288
F1_9_ITS2_S148_R1_001.fastq.gz	FASTQ	DNA	29305	7910365	78	269.9	293
F1_9_ITS2_S148_R2_001.fastq.gz	FASTQ	DNA	29305	8185459	85	279.3	284
F2_1_ITS2_S142_R1_001.fastq.gz	FASTQ	DNA	25628	6911044	107	269.7	298
F2_1_ITS2_S142_R2_001.fastq.gz	FASTQ	DNA	25628	7170019	156	279.8	286
F2_21_ITS2_S152_R1_001.fastq.gz	FASTQ	DNA	26093	7023313	78	269.2	293
F2_21_ITS2_S152_R2_001.fastq.gz	FASTQ	DNA	26093	7284884	78	279.2	284
F2_22_ITS2_S153_R1_001.fastq.gz	FASTQ	DNA	16300	4384468	107	269.0	291
F2_22_ITS2_S153_R2_001.fastq.gz	FASTQ	DNA	16300	4548727	162	279.1	286
F2_29_ITS2_S154_R1_001.fastq.gz	FASTQ	DNA	37384	10099424	104	270.2	292
F2_29_ITS2_S154_R2_001.fastq.gz	FASTQ	DNA	37384	10441543	270	279.3	288
F2_2_ITS2_S143_R1_001.fastq.gz	FASTQ	DNA	37787	10192106	107	269.7	298
F2_2_ITS2_S143_R2_001.fastq.gz	FASTQ	DNA	37787	10551654	166	279.2	296
F2_30_ITS2_S146_R1_001.fastq.gz	FASTQ	DNA	36353	9817830	107	270.1	298
F2_30_ITS2_S146_R2_001.fastq.gz	FASTQ	DNA	36353	10153226	272	279.3	286
F2_31_ITS2_S147_R1_001.fastq.gz	FASTQ	DNA	34396	9280082	107	269.8	298
F2_31_ITS2_S147_R2_001.fastq.gz	FASTQ	DNA	34396	9602641	124	279.2	286
F2_3_ITS2_S144_R1_001.fastq.gz	FASTQ	DNA	26363	7092644	107	269.0	298
F2_3_ITS2_S144_R2_001.fastq.gz	FASTQ	DNA	26363	7376020	209	279.8	288
F2_4_ITS2_S145_R1_001.fastq.gz	FASTQ	DNA	35013	9435331	107	269.5	297
F2_4_ITS2_S145_R2_001.fastq.gz	FASTQ	DNA	35013	9775896	124	279.2	288
S1_5a1_ITS2_S155_R1_001.fastq.gz	FASTQ	DNA	22929	6178555	79	269.5	292
S1_5a1_ITS2_S155_R2_001.fastq.gz	FASTQ	DNA	22929	6391873	82	278.8	297
S1_5a2_ITS2_S156_R1_001.fastq.gz	FASTQ	DNA	20935	5604560	78	267.7	298
S1_5a2_ITS2_S156_R2_001.fastq.gz	FASTQ	DNA	20935	5834383	82	278.7	284
S1_6a1_ITS2_S157_R1_001.fastq.gz	FASTQ	DNA	24940	6729678	64	269.8	298
S1_6a1_ITS2_S157_R2_001.fastq.gz	FASTQ	DNA	24940	6945454	64	278.5	285
S1_6a2_ITS2_S158_R1_001.fastq.gz	FASTQ	DNA	24188	6513538	64	269.3	291
S1_6a2_ITS2_S158_R2_001.fastq.gz	FASTQ	DNA	24188	6737665	64	278.6	294
S1_7a1_ITS2_S159_R1_001.fastq.gz	FASTQ	DNA	22082	5917097	64	268.0	298
S1_7a1_ITS2_S159_R2_001.fastq.gz	FASTQ	DNA	22082	6147840	64	278.4	284
S1_7a2_ITS2_S160_R1_001.fastq.gz	FASTQ	DNA	18232	4873839	64	267.3	287
S1_7a2_ITS2_S160_R2_001.fastq.gz	FASTQ	DNA	18232	5077494	64	278.5	297
S1_8a3_ITS2_S161_R1_001.fastq.gz	FASTQ	DNA	25655	6918654	78	269.7	289
S1_8a3_ITS2_S161_R2_001.fastq.gz	FASTQ	DNA	25655	7148295	82	278.6	284
S1_8a4_ITS2_S162_R1_001.fastq.gz	FASTQ	DNA	24103	6487775	78	269.2	298
S1_8a4_ITS2_S162_R2_001.fastq.gz	FASTQ	DNA	24103	6715379	82	278.6	283
S2_4a3_ITS2_S163_R1_001.fastq.gz	FASTQ	DNA	23057	6194457	78	268.7	292
S2_4a3_ITS2_S163_R2_001.fastq.gz	FASTQ	DNA	23057	6422031	82	278.5	289
S2_4a4_ITS2_S164_R1_001.fastq.gz	FASTQ	DNA	20904	5606135	67	268.2	289
S2_4a4_ITS2_S164_R2_001.fastq.gz	FASTQ	DNA	20904	5820652	67	278.4	284
S2_5a1_ITS2_S165_R1_001.fastq.gz	FASTQ	DNA	24281	6517100	56	268.4	298
S2_5a1_ITS2_S165_R2_001.fastq.gz	FASTQ	DNA	24281	6771440	56	278.9	286
S2_5a2_ITS2_S166_R1_001.fastq.gz	FASTQ	DNA	21369	5718373	78	267.6	292
S2_5a2_ITS2_S166_R2_001.fastq.gz	FASTQ	DNA	21369	5963432	82	279.1	297
S2_6a1_ITS2_S167_R1_001.fastq.gz	FASTQ	DNA	23629	6383337	64	270.1	293
S2_6a1_ITS2_S167_R2_001.fastq.gz	FASTQ	DNA	23629	6597137	64	279.2	296
S2_6a2_ITS2_S168_R1_001.fastq.gz	FASTQ	DNA	25648	6922386	79	269.9	295
S2_6a2_ITS2_S168_R2_001.fastq.gz	FASTQ	DNA	25648	7161075	82	279.2	286
S2_9a1_ITS2_S169_R1_001.fastq.gz	FASTQ	DNA	28795	7760226	52	269.5	293
S2_9a1_ITS2_S169_R2_001.fastq.gz	FASTQ	DNA	28795	8026691	82	278.8	296
S2_9a2_ITS2_S170_R1_001.fastq.gz	FASTQ	DNA	26321	7087808	70	269.3	294
S2_9a2_ITS2_S170_R2_001.fastq.gz	FASTQ	DNA	26321	7338948	70	278.8	287
TN1a_ITS2_S127_R1_001.fastq.gz	FASTQ	DNA	33752	8984889	107	266.2	297
TN1a_ITS2_S127_R2_001.fastq.gz	FASTQ	DNA	33752	9311304	124	275.9	287
TN2a_ITS2_S128_R1_001.fastq.gz	FASTQ	DNA	37388	9825684	107	262.8	292
TN2a_ITS2_S128_R2_001.fastq.gz	FASTQ	DNA	37388	10177589	185	272.2	287
TN3a_ITS2_S129_R1_001.fastq.gz	FASTQ	DNA	37291	9879025	107	264.9	292
TN3a_ITS2_S129_R2_001.fastq.gz	FASTQ	DNA	37291	10211729	159	273.8	297
TN4a_ITS2_S130_R1_001.fastq.gz	FASTQ	DNA	37034	9846988	107	265.9	298
TN4a_ITS2_S130_R2_001.fastq.gz	FASTQ	DNA	37034	10201371	160	275.5	296
TN5a_ITS2_S131_R1_001.fastq.gz	FASTQ	DNA	39105	10425972	107	266.6	298
TN5a_ITS2_S131_R2_001.fastq.gz	FASTQ	DNA	39105	10785588	185	275.8	286
TN6a_ITS2_S132_R1_001.fastq.gz	FASTQ	DNA	35787	9308870	100	260.1	288
TN6a_ITS2_S132_R2_001.fastq.gz	FASTQ	DNA	35787	9650795	100	269.7	287
TN7a_ITS2_S133_R1_001.fastq.gz	FASTQ	DNA	36974	9597507	107	259.6	298
TN7a_ITS2_S133_R2_001.fastq.gz	FASTQ	DNA	36974	9972646	160	269.7	285
TN8a_ITS2_S134_R1_001.fastq.gz	FASTQ	DNA	36428	9432612	107	258.9	288
TN8a_ITS2_S134_R2_001.fastq.gz	FASTQ	DNA	36428	9786196	233	268.6	297
TN9a_ITS2_S135_R1_001.fastq.gz	FASTQ	DNA	39552	10641792	107	269.1	292
TN9a_ITS2_S135_R2_001.fastq.gz	FASTQ	DNA	39552	10996024	218	278.0	286
W1_1_ITS2_S171_R1_001.fastq.gz	FASTQ	DNA	22434	6020925	83	268.4	298
W1_1_ITS2_S171_R2_001.fastq.gz	FASTQ	DNA	22434	6243967	83	278.3	291
W1_2_ITS2_S172_R1_001.fastq.gz	FASTQ	DNA	19137	5129734	97	268.1	296
W1_2_ITS2_S172_R2_001.fastq.gz	FASTQ	DNA	19137	5325244	103	278.3	287
W1_3_ITS2_S173_R1_001.fastq.gz	FASTQ	DNA	23097	6203228	52	268.6	298
W1_3_ITS2_S173_R2_001.fastq.gz	FASTQ	DNA	23097	6415142	68	277.7	289
W1_4_ITS2_S174_R1_001.fastq.gz	FASTQ	DNA	21642	5824419	54	269.1	298
W1_4_ITS2_S174_R2_001.fastq.gz	FASTQ	DNA	21642	6031356	54	278.7	288
W2_5_ITS2_S175_R1_001.fastq.gz	FASTQ	DNA	21057	5639259	55	267.8	289
W2_5_ITS2_S175_R2_001.fastq.gz	FASTQ	DNA	21057	5838667	55	277.3	286
W2_6_ITS2_S176_R1_001.fastq.gz	FASTQ	DNA	11260	3003053	96	266.7	295
W2_6_ITS2_S176_R2_001.fastq.gz	FASTQ	DNA	11260	3121460	67	277.2	288
W2_7_ITS2_S177_R1_001.fastq.gz	FASTQ	DNA	16225	4320329	78	266.3	296
W2_7_ITS2_S177_R2_001.fastq.gz	FASTQ	DNA	16225	4501966	82	277.5	290
W2_8_ITS2_S178_R1_001.fastq.gz	FASTQ	DNA	22729	6074573	51	267.3	294
W2_8_ITS2_S178_R2_001.fastq.gz	FASTQ	DNA	22729	6299664	63	277.2	292
