file	format	type	num_seqs	sum_len	min_len	avg_len	max_len
C2-9-ITS2_S119_L001_R1_001.fastq.gz	FASTQ	DNA	34586	9714910	166	280.9	298
C2-9-ITS2_S119_L001_R2_001.fastq.gz	FASTQ	DNA	34586	9252878	166	267.5	296
F1-10-ITS2_S141_L001_R1_001.fastq.gz	FASTQ	DNA	39571	11117631	268	281.0	298
F1-10-ITS2_S141_L001_R2_001.fastq.gz	FASTQ	DNA	39571	10621639	215	268.4	287
F1-12-ITS2_S149_L001_R1_001.fastq.gz	FASTQ	DNA	18332	5139058	93	280.3	293
F1-12-ITS2_S149_L001_R2_001.fastq.gz	FASTQ	DNA	18332	4903529	93	267.5	284
F1-13-ITS2_S150_L001_R1_001.fastq.gz	FASTQ	DNA	21824	6131006	190	280.9	293
F1-13-ITS2_S150_L001_R2_001.fastq.gz	FASTQ	DNA	21824	5778796	190	264.8	286
F1-14-ITS2_S151_L001_R1_001.fastq.gz	FASTQ	DNA	14791	4140965	78	280.0	298
F1-14-ITS2_S151_L001_R2_001.fastq.gz	FASTQ	DNA	14791	3910483	78	264.4	283
F1-2-ITS2_S136_L001_R1_001.fastq.gz	FASTQ	DNA	22363	6243994	272	279.2	292
F1-2-ITS2_S136_L001_R2_001.fastq.gz	FASTQ	DNA	22363	5968828	215	266.9	287
F1-3-ITS2_S137_L001_R1_001.fastq.gz	FASTQ	DNA	16810	4706117	202	280.0	298
F1-3-ITS2_S137_L001_R2_001.fastq.gz	FASTQ	DNA	16810	4473288	202	266.1	289
F1-4-ITS2_S138_L001_R1_001.fastq.gz	FASTQ	DNA	22903	6434044	235	280.9	298
F1-4-ITS2_S138_L001_R2_001.fastq.gz	FASTQ	DNA	22903	6114211	215	267.0	284
F1-5-ITS2_S139_L001_R1_001.fastq.gz	FASTQ	DNA	30073	8449033	268	281.0	298
F1-5-ITS2_S139_L001_R2_001.fastq.gz	FASTQ	DNA	30073	8050062	215	267.7	286
F1-7-ITS2_S140_L001_R1_001.fastq.gz	FASTQ	DNA	20782	5803246	79	279.2	298
F1-7-ITS2_S140_L001_R2_001.fastq.gz	FASTQ	DNA	20782	5523585	82	265.8	298
F1-9-ITS2_S148_L001_R1_001.fastq.gz	FASTQ	DNA	24356	6829086	79	280.4	298
F1-9-ITS2_S148_L001_R2_001.fastq.gz	FASTQ	DNA	24356	6496112	82	266.7	291
F2-1-ITS2_S142_L001_R1_001.fastq.gz	FASTQ	DNA	20122	5624356	156	279.5	298
F2-1-ITS2_S142_L001_R2_001.fastq.gz	FASTQ	DNA	20122	5329548	156	264.9	287
F2-2-ITS2_S143_L001_R1_001.fastq.gz	FASTQ	DNA	29495	8286806	261	281.0	298
F2-2-ITS2_S143_L001_R2_001.fastq.gz	FASTQ	DNA	29495	7928089	215	268.8	294
F2-21-ITS2_S152_L001_R1_001.fastq.gz	FASTQ	DNA	20450	5724424	78	279.9	294
F2-21-ITS2_S152_L001_R2_001.fastq.gz	FASTQ	DNA	20450	5458215	78	266.9	286
F2-22-ITS2_S153_L001_R1_001.fastq.gz	FASTQ	DNA	14315	4016331	165	280.6	293
F2-22-ITS2_S153_L001_R2_001.fastq.gz	FASTQ	DNA	14315	3754796	165	262.3	287
F2-29-ITS2_S154_L001_R1_001.fastq.gz	FASTQ	DNA	27649	7767747	240	280.9	292
F2-29-ITS2_S154_L001_R2_001.fastq.gz	FASTQ	DNA	27649	7377419	215	266.8	286
F2-3-ITS2_S144_L001_R1_001.fastq.gz	FASTQ	DNA	19594	5466338	168	279.0	298
F2-3-ITS2_S144_L001_R2_001.fastq.gz	FASTQ	DNA	19594	5228024	168	266.8	284
F2-30-ITS2_S146_L001_R1_001.fastq.gz	FASTQ	DNA	25881	7271575	245	281.0	298
F2-30-ITS2_S146_L001_R2_001.fastq.gz	FASTQ	DNA	25881	6940584	215	268.2	284
F2-31-ITS2_S147_L001_R1_001.fastq.gz	FASTQ	DNA	25127	7059841	237	281.0	295
F2-31-ITS2_S147_L001_R2_001.fastq.gz	FASTQ	DNA	25127	6728178	215	267.8	292
F2-4-ITS2_S145_L001_R1_001.fastq.gz	FASTQ	DNA	23580	6625342	250	281.0	298
F2-4-ITS2_S145_L001_R2_001.fastq.gz	FASTQ	DNA	23580	6296700	215	267.0	286
S1-5a1-ITS2_S155_L001_R1_001.fastq.gz	FASTQ	DNA	15739	4404608	64	279.9	292
S1-5a1-ITS2_S155_L001_R2_001.fastq.gz	FASTQ	DNA	15739	4140020	64	263.0	283
S1-5a2-ITS2_S156_L001_R1_001.fastq.gz	FASTQ	DNA	11359	3176872	64	279.7	289
S1-5a2-ITS2_S156_L001_R2_001.fastq.gz	FASTQ	DNA	11359	3055952	64	269.0	286
S1-6a1-ITS2_S157_L001_R1_001.fastq.gz	FASTQ	DNA	15763	4404361	64	279.4	291
S1-6a1-ITS2_S157_L001_R2_001.fastq.gz	FASTQ	DNA	15763	4130996	64	262.1	290
S1-6a2-ITS2_S158_L001_R1_001.fastq.gz	FASTQ	DNA	19983	5586815	64	279.6	298
S1-6a2-ITS2_S158_L001_R2_001.fastq.gz	FASTQ	DNA	19983	5282034	64	264.3	283
S1-7a1-ITS2_S159_L001_R1_001.fastq.gz	FASTQ	DNA	15969	4458021	75	279.2	288
S1-7a1-ITS2_S159_L001_R2_001.fastq.gz	FASTQ	DNA	15969	4222762	75	264.4	289
S1-7a2-ITS2_S160_L001_R1_001.fastq.gz	FASTQ	DNA	9928	2770360	58	279.0	294
S1-7a2-ITS2_S160_L001_R2_001.fastq.gz	FASTQ	DNA	9928	2656230	58	267.5	297
S1-8a3-ITS2_S161_L001_R1_001.fastq.gz	FASTQ	DNA	17861	4986647	64	279.2	295
S1-8a3-ITS2_S161_L001_R2_001.fastq.gz	FASTQ	DNA	17861	4721398	64	264.3	285
S1-8a4-ITS2_S162_L001_R1_001.fastq.gz	FASTQ	DNA	20569	5746785	67	279.4	298
S1-8a4-ITS2_S162_L001_R2_001.fastq.gz	FASTQ	DNA	20569	5426704	67	263.8	290
S2-4a3-ITS2_S163_L001_R1_001.fastq.gz	FASTQ	DNA	16428	4588335	64	279.3	294
S2-4a3-ITS2_S163_L001_R2_001.fastq.gz	FASTQ	DNA	16428	4360198	64	265.4	283
S2-4a4-ITS2_S164_L001_R1_001.fastq.gz	FASTQ	DNA	11275	3148642	75	279.3	290
S2-4a4-ITS2_S164_L001_R2_001.fastq.gz	FASTQ	DNA	11275	2972210	82	263.6	297
S2-5a1-ITS2_S165_L001_R1_001.fastq.gz	FASTQ	DNA	17160	4802984	64	279.9	298
S2-5a1-ITS2_S165_L001_R2_001.fastq.gz	FASTQ	DNA	17160	4571561	64	266.4	297
S2-5a2-ITS2_S166_L001_R1_001.fastq.gz	FASTQ	DNA	12262	3433115	67	280.0	287
S2-5a2-ITS2_S166_L001_R2_001.fastq.gz	FASTQ	DNA	12262	3286905	67	268.1	286
S2-6a1-ITS2_S167_L001_R1_001.fastq.gz	FASTQ	DNA	16583	4643383	64	280.0	289
S2-6a1-ITS2_S167_L001_R2_001.fastq.gz	FASTQ	DNA	16583	4379228	64	264.1	286
S2-6a2-ITS2_S168_L001_R1_001.fastq.gz	FASTQ	DNA	18130	5073734	79	279.9	289
S2-6a2-ITS2_S168_L001_R2_001.fastq.gz	FASTQ	DNA	18130	4788933	82	264.1	298
S2-9a1-ITS2_S169_L001_R1_001.fastq.gz	FASTQ	DNA	21789	6088853	64	279.4	295
S2-9a1-ITS2_S169_L001_R2_001.fastq.gz	FASTQ	DNA	21789	5778573	64	265.2	289
S2-9a2-ITS2_S170_L001_R1_001.fastq.gz	FASTQ	DNA	21454	5996735	64	279.5	293
S2-9a2-ITS2_S170_L001_R2_001.fastq.gz	FASTQ	DNA	21454	5670652	64	264.3	282
TN1a-ITS2_S127_L001_R1_001.fastq.gz	FASTQ	DNA	23100	6407879	157	277.4	298
TN1a-ITS2_S127_L001_R2_001.fastq.gz	FASTQ	DNA	23100	6082651	157	263.3	286
TN2a-ITS2_S128_L001_R1_001.fastq.gz	FASTQ	DNA	27249	7434370	160	272.8	298
TN2a-ITS2_S128_L001_R2_001.fastq.gz	FASTQ	DNA	27249	7157201	160	262.7	286
TN3a-ITS2_S129_L001_R1_001.fastq.gz	FASTQ	DNA	27743	7623604	159	274.8	298
TN3a-ITS2_S129_L001_R2_001.fastq.gz	FASTQ	DNA	27743	7299886	159	263.1	286
TN4a-ITS2_S130_L001_R1_001.fastq.gz	FASTQ	DNA	26662	7379393	157	276.8	292
TN4a-ITS2_S130_L001_R2_001.fastq.gz	FASTQ	DNA	26662	7071979	157	265.2	294
TN5a-ITS2_S131_L001_R1_001.fastq.gz	FASTQ	DNA	29331	8127346	150	277.1	298
TN5a-ITS2_S131_L001_R2_001.fastq.gz	FASTQ	DNA	29331	7805073	150	266.1	285
TN6a-ITS2_S132_L001_R1_001.fastq.gz	FASTQ	DNA	24653	6646528	100	269.6	292
TN6a-ITS2_S132_L001_R2_001.fastq.gz	FASTQ	DNA	24653	6413758	100	260.2	285
TN7a-ITS2_S133_L001_R1_001.fastq.gz	FASTQ	DNA	20625	5565992	160	269.9	291
TN7a-ITS2_S133_L001_R2_001.fastq.gz	FASTQ	DNA	20625	5337602	160	258.8	285
TN8a-ITS2_S134_L001_R1_001.fastq.gz	FASTQ	DNA	25251	6773523	257	268.2	288
TN8a-ITS2_S134_L001_R2_001.fastq.gz	FASTQ	DNA	25251	6524699	215	258.4	285
TN9a-ITS2_S135_L001_R1_001.fastq.gz	FASTQ	DNA	30846	8623395	242	279.6	298
TN9a-ITS2_S135_L001_R2_001.fastq.gz	FASTQ	DNA	30846	8249296	215	267.4	294
W1-1-ITS2_S171_L001_R1_001.fastq.gz	FASTQ	DNA	17887	4997599	91	279.4	298
W1-1-ITS2_S171_L001_R2_001.fastq.gz	FASTQ	DNA	17887	4739963	91	265.0	285
W1-2-ITS2_S172_L001_R1_001.fastq.gz	FASTQ	DNA	15938	4454317	178	279.5	298
W1-2-ITS2_S172_L001_R2_001.fastq.gz	FASTQ	DNA	15938	4197822	120	263.4	296
W1-3-ITS2_S173_L001_R1_001.fastq.gz	FASTQ	DNA	17980	5012968	169	278.8	298
W1-3-ITS2_S173_L001_R2_001.fastq.gz	FASTQ	DNA	17980	4764955	169	265.0	287
W1-4-ITS2_S174_L001_R1_001.fastq.gz	FASTQ	DNA	16424	4595652	65	279.8	298
W1-4-ITS2_S174_L001_R2_001.fastq.gz	FASTQ	DNA	16424	4338914	65	264.2	287
W2-5-ITS2_S175_L001_R1_001.fastq.gz	FASTQ	DNA	16061	4470053	74	278.3	298
W2-5-ITS2_S175_L001_R2_001.fastq.gz	FASTQ	DNA	16061	4222674	82	262.9	284
W2-6-ITS2_S176_L001_R1_001.fastq.gz	FASTQ	DNA	8974	2498667	164	278.4	290
W2-6-ITS2_S176_L001_R2_001.fastq.gz	FASTQ	DNA	8974	2353655	164	262.3	291
W2-7-ITS2_S177_L001_R1_001.fastq.gz	FASTQ	DNA	13493	3759243	103	278.6	290
W2-7-ITS2_S177_L001_R2_001.fastq.gz	FASTQ	DNA	13493	3525881	95	261.3	287
W2-8-ITS2_S178_L001_R1_001.fastq.gz	FASTQ	DNA	16339	4545517	52	278.2	296
W2-8-ITS2_S178_L001_R2_001.fastq.gz	FASTQ	DNA	16339	4316233	77	264.2	288
